Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,Month_Code,Month_Name,Year,SI,Facility,1st Dose,2nd Dose,3rd Dose,4th Dose,5th Dose,1st Visit,2nd Visit,3rd Visit,4th Visit,Counseling on Post partum FP method,No. of mother Suffering from APH,Inj.antenatal costeroides in(24-34 weeks),No.of Pregnant mother Receive Misoprostol,Normal,C-Section,Others (Forcep/Vacuum/Breech),No. of delivery followed (AMTSL),No. of mother uses Partograph,No. of mother Suffering from IPH,No. of services post abortion care,No. of pre-eclampsia patient,1st Visit (PNC),2nd Visit (PNC),3rd Visit (PNC),4th Visit (PNC),No. of mother counseled on FP method after Postpartum,No. of mother suffering from PPH after Delivery
01,Rajshahi,0113,,011306,,10,October,2025,7,"Yusufpur, UH&FWC",0,0,0,0,0,49,12,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
01,Rajshahi,0113,,011307,,10,October,2024,1,"Cantonment, Others",0,0,0,0,0,14,15,28,9,66,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,10,October,2024,2,"MCH Unit, Others",0,4,0,0,2,77,35,16,44,172,0,0,20,12,8,0,12,12,0,0,0,20,20,10,7,170,0
01,Rajshahi,0113,,011307,,10,October,2024,3,"Model Clinic, Others",0,0,0,0,0,1414,783,668,478,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,10,October,2024,4,"Shiroel RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,10,October,2024,5,"Raninogor City Hospital, Others",0,0,0,0,0,7,5,5,2,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,10,October,2024,6,"Sopura RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,10,October,2024,7,"University Clinic, Others",0,0,0,0,0,7,5,2,3,17,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,10,October,2024,8,"B. G. B., Others",0,0,0,0,0,4,8,5,3,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,11,November,2024,1,"Cantonment, Others",0,0,0,0,0,16,12,22,8,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,11,November,2024,2,"MCH Unit, Others",0,0,0,1,0,71,39,17,38,165,0,0,0,7,8,0,7,9,0,0,0,15,15,9,5,0,0
01,Rajshahi,0113,,011307,,11,November,2024,3,"Model Clinic, Others",0,0,0,0,0,1279,643,526,402,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,11,November,2024,4,"Shiroel RD, Rural Dispensary(RD)",0,0,0,0,0,11,16,7,13,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,11,November,2024,5,"Raninogor City Hospital, Others",0,0,0,0,0,8,5,4,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,11,November,2024,6,"Sopura RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,11,November,2024,7,"University Clinic, Others",0,0,0,0,0,6,7,5,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0
01,Rajshahi,0113,,011307,,11,November,2024,8,"B. G. B., Others",0,0,0,0,0,3,8,2,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,12,December,2024,1,"Cantonment, Others",0,0,0,0,0,22,11,9,18,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,12,December,2024,2,"MCH Unit, Others",2,0,1,0,1,98,30,22,15,164,0,0,0,13,6,0,13,13,0,0,0,19,6,1,2,0,0
01,Rajshahi,0113,,011307,,12,December,2024,3,"Model Clinic, Others",0,0,0,0,0,1394,667,566,438,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,12,December,2024,4,"Shiroel RD, Rural Dispensary(RD)",0,0,0,0,0,12,11,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,12,December,2024,5,"Raninogor City Hospital, Others",0,0,0,0,0,5,6,3,3,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,12,December,2024,6,"Sopura RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,12,December,2024,7,"University Clinic, Others",0,0,0,0,0,3,6,7,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,12,December,2024,8,"B. G. B., Others",0,0,0,0,0,3,3,8,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,01,January,2025,1,"MCH Unit, Rajshahi, Specialized Hospital",1,0,0,0,1,91,43,13,25,172,0,0,0,8,6,0,8,8,0,0,0,14,14,15,6,172,0
01,Rajshahi,0113,,011307,,01,January,2025,2,"Rajshahi, MCWC",0,0,0,0,0,149,73,75,85,382,0,10,0,38,8,0,38,38,0,0,0,46,46,30,31,382,1
01,Rajshahi,0113,,011307,,01,January,2025,3,"Cantonment, Others",0,0,0,0,0,15,18,9,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,01,January,2025,4,"MCH Unit, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,01,January,2025,5,"Model Clinic, Others",0,0,0,0,0,1518,6058,5019,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,01,January,2025,6,"Shiroel RD, Rural Dispensary(RD)",0,0,0,0,0,11,11,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,01,January,2025,7,"Raninogor City Hospital, Others",0,0,0,0,0,9,5,4,2,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,01,January,2025,8,"Sopura RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,01,January,2025,9,"University Clinic, Others",0,0,0,0,0,3,3,6,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
01,Rajshahi,0113,,011307,,01,January,2025,10,"B. G. B., Others",0,0,0,0,0,1,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,02,February,2025,1,"MCH Unit, Rajshahi, Specialized Hospital",0,0,0,0,0,92,34,20,23,169,0,0,0,7,4,0,7,7,0,0,0,11,8,4,2,0,0
01,Rajshahi,0113,,011307,,02,February,2025,2,"Rajshahi, MCWC",0,0,0,0,0,115,100,99,73,387,0,8,0,29,5,0,29,31,0,0,0,34,34,20,18,549,0
01,Rajshahi,0113,,011307,,02,February,2025,3,"Cantonment, Others",0,0,0,0,0,17,13,16,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,02,February,2025,4,"MCH Unit, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,02,February,2025,5,"Model Clinic, Others",0,0,0,0,0,1737,692,525,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,02,February,2025,6,"Shiroel RD, Rural Dispensary(RD)",0,0,0,0,0,7,11,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,02,February,2025,7,"Raninogor City Hospital, Others",0,0,0,0,0,7,3,2,1,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,02,February,2025,8,"Sopura RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,02,February,2025,9,"University Clinic, Others",0,0,0,0,0,4,3,4,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
01,Rajshahi,0113,,011307,,02,February,2025,10,"B. G. B., Others",0,0,0,0,0,2,1,3,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,03,March,2025,1,"MCH Unit, Rajshahi, Specialized Hospital",1,0,2,0,0,69,38,14,28,149,0,0,0,9,7,0,9,9,0,0,0,16,8,10,3,149,0
01,Rajshahi,0113,,011307,,03,March,2025,2,"Rajshahi, MCWC",0,0,0,0,0,125,87,69,55,336,1,6,0,26,6,0,26,28,0,1,1,32,32,20,10,336,0
01,Rajshahi,0113,,011307,,03,March,2025,3,"Cantonment, Others",0,0,0,0,0,18,10,14,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,03,March,2025,4,"MCH Unit, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,03,March,2025,5,"Model Clinic, Others",0,0,0,0,0,1526,622,474,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,03,March,2025,6,"Shiroel RD, Rural Dispensary(RD)",0,0,0,0,0,5,16,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,03,March,2025,7,"Raninogor City Hospital, Others",0,0,0,0,0,8,5,3,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,03,March,2025,8,"Sopura RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,03,March,2025,9,"University Clinic, Others",0,0,0,0,0,3,4,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,03,March,2025,10,"B. G. B., Others",0,0,0,0,0,4,6,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,04,April,2025,1,"MCH Unit, Rajshahi, Specialized Hospital",0,0,1,1,0,131,42,16,24,213,0,0,0,11,7,0,11,11,0,0,0,18,19,9,8,0,0
01,Rajshahi,0113,,011307,,04,April,2025,2,"Rajshahi, MCWC",0,0,0,0,0,154,140,117,97,508,0,6,0,25,8,0,25,25,0,0,0,33,33,25,17,508,0
01,Rajshahi,0113,,011307,,04,April,2025,3,"Cantonment, Others",0,0,0,0,0,31,14,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,04,April,2025,4,"MCH Unit, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,04,April,2025,5,"Model Clinic, Others",0,0,0,0,0,2096,995,668,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,04,April,2025,6,"Shiroel RD, Rural Dispensary(RD)",0,0,0,0,0,5,5,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,04,April,2025,7,"Raninogor City Hospital, Others",0,0,0,0,0,6,7,5,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,04,April,2025,8,"Sopura RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,04,April,2025,9,"University Clinic, Others",0,0,0,0,0,3,4,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,04,April,2025,10,"B. G. B., Others",0,0,0,0,0,3,4,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,05,May,2025,1,"MCH Unit, Rajshahi, Specialized Hospital",0,0,1,1,0,102,50,19,23,194,0,0,0,2,4,0,2,2,0,0,0,8,12,7,10,22,0
01,Rajshahi,0113,,011307,,05,May,2025,2,"Rajshahi, MCWC",0,0,0,0,0,151,143,113,83,490,0,6,0,29,8,0,29,30,0,0,0,37,37,25,20,490,0
01,Rajshahi,0113,,011307,,05,May,2025,3,"Cantonment, Others",0,0,0,0,0,14,25,9,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,05,May,2025,4,"MCH Unit, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,05,May,2025,5,"Model Clinic, Others",0,0,0,0,0,1797,856,603,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,05,May,2025,6,"Shiroel RD, Rural Dispensary(RD)",0,0,0,0,0,12,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,05,May,2025,7,"Raninogor City Hospital, Others",0,0,0,0,0,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,05,May,2025,8,"Sopura RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,05,May,2025,9,"University Clinic, Others",0,0,0,0,0,5,3,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
01,Rajshahi,0113,,011307,,05,May,2025,10,"B. G. B., Others",0,0,0,0,0,4,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,06,June,2025,1,"MCH Unit, Rajshahi, Specialized Hospital",0,0,0,0,0,91,32,23,17,165,0,0,0,3,1,0,3,3,0,0,0,4,3,1,2,163,0
01,Rajshahi,0113,,011307,,06,June,2025,2,"Rajshahi, MCWC",0,0,0,0,0,110,128,85,75,398,0,10,0,26,8,0,26,30,0,0,0,34,34,25,22,398,0
01,Rajshahi,0113,,011307,,06,June,2025,3,"Cantonment, Others",0,0,0,0,0,22,12,23,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,06,June,2025,4,"MCH Unit, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,06,June,2025,5,"Model Clinic, Others",0,0,0,0,0,1895,913,650,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,06,June,2025,6,"Shiroel RD, Rural Dispensary(RD)",0,0,0,0,0,8,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,06,June,2025,7,"Raninogor City Hospital, Others",0,0,0,0,0,4,5,5,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,06,June,2025,8,"Sopura RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,06,June,2025,9,"University Clinic, Others",0,0,0,0,0,3,4,4,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
01,Rajshahi,0113,,011307,,06,June,2025,10,"B. G. B., Others",0,0,0,0,0,2,3,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,07,July,2025,1,"MCH Unit, Rajshahi, Specialized Hospital",3,0,1,0,1,133,37,21,30,251,0,0,0,3,0,0,3,3,0,0,0,3,2,0,0,0,0
01,Rajshahi,0113,,011307,,07,July,2025,2,"Rajshahi, MCWC",0,0,0,0,0,162,136,102,95,495,0,10,0,34,10,0,34,36,0,0,0,44,40,35,30,495,0
01,Rajshahi,0113,,011307,,07,July,2025,3,"Cantonment, Others",0,0,0,0,0,42,20,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,07,July,2025,4,"MCH Unit, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,07,July,2025,5,"Model Clinic, Others",0,0,0,0,0,2093,1042,532,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,07,July,2025,6,"Shiroel RD, Rural Dispensary(RD)",0,0,0,0,0,8,8,12,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,07,July,2025,7,"Raninogor City Hospital, Others",0,0,0,0,0,12,4,3,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,07,July,2025,8,"Sopura RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,07,July,2025,9,"University Clinic, Others",0,0,0,0,0,2,3,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
01,Rajshahi,0113,,011307,,07,July,2025,10,"B. G. B., Others",0,0,0,0,0,4,2,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,08,August,2025,1,"MCH Unit, Rajshahi, Specialized Hospital",0,2,0,0,0,164,55,29,44,292,0,0,0,9,3,0,9,9,0,0,0,12,12,4,0,164,0
01,Rajshahi,0113,,011307,,08,August,2025,2,"Rajshahi, MCWC",0,0,0,0,0,143,160,117,106,526,0,11,0,39,6,0,39,40,0,0,0,45,43,22,20,526,1
01,Rajshahi,0113,,011307,,08,August,2025,3,"Cantonment, Others",0,0,0,0,0,35,40,18,10,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,08,August,2025,4,"MCH Unit, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,08,August,2025,5,"Model Clinic, Others",0,0,0,0,0,1999,905,515,370,885,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
01,Rajshahi,0113,,011307,,08,August,2025,6,"Shiroel RD, Rural Dispensary(RD)",0,0,0,0,0,7,8,8,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,08,August,2025,7,"Raninogor City Hospital, Others",0,0,0,0,0,3,10,3,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,08,August,2025,8,"Sopura RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,08,August,2025,9,"University Clinic, Others",0,0,0,0,0,3,3,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
01,Rajshahi,0113,,011307,,08,August,2025,10,"B. G. B., Others",0,0,0,0,0,3,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,09,September,2025,1,"MCH Unit, Rajshahi, Specialized Hospital",0,0,0,0,0,122,52,30,41,278,0,0,0,10,7,0,10,10,0,0,0,17,6,7,0,0,0
01,Rajshahi,0113,,011307,,09,September,2025,2,"Rajshahi, MCWC",0,0,0,0,0,165,147,116,106,534,0,10,0,60,4,0,60,60,0,2,1,64,64,35,30,534,1
01,Rajshahi,0113,,011307,,09,September,2025,3,"Cantonment, Others",0,0,0,0,0,47,30,38,16,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,09,September,2025,4,"MCH Unit, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,09,September,2025,5,"Model Clinic, Others",0,0,0,0,0,1909,795,449,319,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,09,September,2025,6,"Shiroel RD, Rural Dispensary(RD)",0,0,0,0,0,4,7,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
01,Rajshahi,0113,,011307,,09,September,2025,7,"Raninogor City Hospital, Others",0,0,0,0,0,5,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,09,September,2025,8,"Sopura RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,09,September,2025,9,"University Clinic, Others",0,0,0,0,0,3,3,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
01,Rajshahi,0113,,011307,,09,September,2025,10,"B. G. B., Others",0,0,0,0,0,4,3,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,10,October,2025,1,"MCH Unit, Rajshahi, Specialized Hospital",0,0,0,0,0,125,83,41,31,0,0,0,0,22,3,0,25,22,0,0,0,25,4,4,3,0,0
01,Rajshahi,0113,,011307,,10,October,2025,2,"Rajshahi, MCWC",0,0,0,0,0,173,155,95,90,513,0,11,0,49,6,0,49,49,0,2,0,55,55,40,41,513,1
01,Rajshahi,0113,,011307,,10,October,2025,3,"Cantonment, Others",0,0,0,0,0,22,37,12,14,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,10,October,2025,4,"MCH Unit, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,10,October,2025,5,"Model Clinic, Others",0,0,0,0,0,1804,749,472,304,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,10,October,2025,6,"Shiroel RD, Rural Dispensary(RD)",0,0,0,0,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,10,October,2025,7,"Raninogor City Hospital, Others",0,0,0,0,0,8,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,10,October,2025,8,"Sopura RD, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011307,,10,October,2025,9,"University Clinic, Others",0,0,0,0,0,4,3,4,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
01,Rajshahi,0113,,011307,,10,October,2025,10,"B. G. B., Others",0,0,0,0,0,2,4,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,10,October,2024,1,"Tanore, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,10,October,2024,2,"Badhair, UH&FWC",0,0,0,0,0,0,4,6,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,10,October,2024,3,"Kalma, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,10,October,2024,4,"Kamargaon, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,10,October,2024,5,"Pachandar, UH&FWC",0,0,0,0,0,20,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,10,October,2024,6,"Saranjai Kaligoanj, UH&FWC",0,0,0,0,0,31,16,8,7,0,0,0,2,1,0,0,1,0,0,0,0,1,1,5,8,0,0
01,Rajshahi,0113,,011308,,10,October,2024,7,"Talanda, Sadar Clinic",0,0,0,0,0,28,19,21,2,0,0,0,5,0,0,0,0,0,0,0,0,3,2,2,1,0,0
01,Rajshahi,0113,,011308,,10,October,2024,8,"Chanduria, UH&FWC",0,0,0,0,0,8,10,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,10,October,2024,9,"Saranjai Sarkarpara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,11,November,2024,1,"Tanore, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,11,November,2024,2,"Badhair, UH&FWC",0,0,0,0,0,5,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,11,November,2024,3,"Kalma, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,11,November,2024,4,"Kamargaon, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,11,November,2024,5,"Pachandar, UH&FWC",0,0,0,0,0,11,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,11,November,2024,6,"Saranjai Kaligoanj, UH&FWC",0,0,0,0,0,38,40,9,5,92,0,0,3,2,0,0,2,0,0,0,0,2,2,16,21,41,0
01,Rajshahi,0113,,011308,,11,November,2024,7,"Talanda, Sadar Clinic",0,0,0,0,0,38,21,19,9,0,0,0,8,0,0,0,0,0,0,0,0,3,2,2,1,0,0
01,Rajshahi,0113,,011308,,11,November,2024,8,"Chanduria, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0113,,011308,,11,November,2024,9,"Saranjai Sarkarpara, UH&FWC",0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0
