Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,Month_Code,Month_Name,Year,SI,Facility,No. of neonatal start KMC,No. of neonatal start KMC hospital delivery,No. of child discharge,No. of child discharge on request,No. of child discontinue KMC services,No. of child reffered for complication,No. of death received KMC services,No. of neonatal KMC followup,BCG (after birth),1/Child age 6 weeks,2/Child age 10 weeks,3/Child age 14 weeks,1/Child age 6 weeks (PCV),2/Child age 10 weeks (PCV),3/Child age 14 weeks (PCV),1/Child age 6 weeks (BOPV),2/Child age 10 weeks (BOPV),3/Child age 14 weeks (BOPV),1/Child age 6 weeks (IPV),2/Child age 14 weeks (IPV),1/Child age 9 months,2/Child age 15 months,Live Birth,Low birth weight Newborn (weight <2500gm),Low birth weight Newborn (weight <2000gm),Low birth weight Newborn (Before 37 weeks),Fresh,Macerated,Total still birth,Neo-Death Maternal,Maternal Death,Male,Female,Child Male (0-1)year,Child Female (0-5)year,Others,Total,Female (Outdoor),Child (0-1) year,Child (0-5) year,Total (Outdoor),No. of Facility Health Education,No. of School Health Education by SACMO
01,Rajshahi,0114,,011405,,10,October,2025,13,"Abdulpur, Lalpur, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,295,0,0,0,295,0,0,0,,0,0
01,Rajshahi,0114,,011406,,10,October,2024,1,"Biaghat, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,396,28,72,27,537,0,0,0,,4,4
01,Rajshahi,0114,,011406,,10,October,2024,2,"Chapila, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,541,39,142,33,762,0,0,0,,4,2
01,Rajshahi,0114,,011406,,10,October,2024,3,"Dharabarisha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,471,58,151,0,721,0,0,0,,4,0
01,Rajshahi,0114,,011406,,10,October,2024,4,"Gurudaspur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,55,78,0,433,0,0,0,,0,0
01,Rajshahi,0114,,011406,,10,October,2024,5,"Moshinda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,541,58,142,49,868,0,0,0,,4,3
01,Rajshahi,0114,,011406,,10,October,2024,6,"Nazipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,52,95,37,536,0,0,0,,0,0
01,Rajshahi,0114,,011406,,10,October,2024,7,"khubzipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,497,73,71,56,712,0,0,0,,0,4
01,Rajshahi,0114,,011406,,11,November,2024,1,"Biaghat, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,251,18,42,15,338,0,0,0,,4,4
01,Rajshahi,0114,,011406,,11,November,2024,2,"Chapila, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,515,35,155,29,742,0,0,0,,3,0
01,Rajshahi,0114,,011406,,11,November,2024,3,"Dharabarisha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,276,39,62,0,406,0,0,0,,4,0
01,Rajshahi,0114,,011406,,11,November,2024,4,"Gurudaspur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,42,60,0,483,0,0,0,,0,0
01,Rajshahi,0114,,011406,,11,November,2024,5,"Moshinda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,548,56,112,16,785,0,0,0,,4,3
01,Rajshahi,0114,,011406,,11,November,2024,6,"Nazipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,270,45,72,9,396,0,0,0,,4,0
01,Rajshahi,0114,,011406,,11,November,2024,7,"khubzipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,200,40,45,41,336,0,0,0,,4,4
01,Rajshahi,0114,,011406,,12,December,2024,1,"Biaghat, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,13,0,0,0,,2,0
01,Rajshahi,0114,,011406,,12,December,2024,2,"Chapila, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,511,29,124,47,719,0,0,0,,4,0
01,Rajshahi,0114,,011406,,12,December,2024,3,"Dharabarisha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,155,40,64,0,272,0,0,0,,4,0
01,Rajshahi,0114,,011406,,12,December,2024,4,"Gurudaspur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,36,60,0,406,0,0,0,,0,0
01,Rajshahi,0114,,011406,,12,December,2024,5,"Moshinda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,202,14,47,12,296,0,0,0,,4,0
01,Rajshahi,0114,,011406,,12,December,2024,6,"Nazipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,134,25,55,11,225,0,0,0,,3,0
01,Rajshahi,0114,,011406,,12,December,2024,7,"khubzipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,285,45,46,74,460,0,0,0,,0,0
01,Rajshahi,0114,,011406,,01,January,2025,1,"Biaghat, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,518,26,97,35,711,0,0,0,,4,4
01,Rajshahi,0114,,011406,,01,January,2025,2,"Chapila, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,680,32,161,32,910,0,0,0,,0,2
01,Rajshahi,0114,,011406,,01,January,2025,3,"Dharabarisha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,354,48,89,0,556,0,0,0,,4,0
01,Rajshahi,0114,,011406,,01,January,2025,4,"Gurudaspur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,44,57,0,373,0,0,0,,0,0
01,Rajshahi,0114,,011406,,01,January,2025,5,"Moshinda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,443,41,96,16,643,0,0,0,,4,0
01,Rajshahi,0114,,011406,,01,January,2025,6,"Nazipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,186,45,97,12,341,0,0,0,,0,0
01,Rajshahi,0114,,011406,,01,January,2025,7,"khubzipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,320,61,70,55,521,0,0,0,,4,2
01,Rajshahi,0114,,011406,,02,February,2025,1,"Biaghat, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,7,10,0,55,0,0,0,,3,4
01,Rajshahi,0114,,011406,,02,February,2025,2,"Chapila, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,492,30,133,26,690,0,0,0,,4,0
01,Rajshahi,0114,,011406,,02,February,2025,3,"Dharabarisha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,180,28,52,0,285,0,0,0,,2,0
01,Rajshahi,0114,,011406,,02,February,2025,4,"Gurudaspur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,32,43,0,284,0,0,0,,0,0
01,Rajshahi,0114,,011406,,02,February,2025,5,"Moshinda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,210,12,30,13,277,0,0,0,,4,0
01,Rajshahi,0114,,011406,,02,February,2025,6,"Nazipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,153,24,44,12,234,0,0,0,,0,0
01,Rajshahi,0114,,011406,,02,February,2025,7,"khubzipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,140,20,35,32,232,0,0,0,,0,0
01,Rajshahi,0114,,011406,,03,March,2025,1,"Biaghat, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,4,8,3,56,0,0,0,,2,0
01,Rajshahi,0114,,011406,,03,March,2025,2,"Chapila, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,150,7,31,14,205,0,0,0,,4,0
01,Rajshahi,0114,,011406,,03,March,2025,3,"Dharabarisha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56,14,20,0,96,0,0,0,,0,0
01,Rajshahi,0114,,011406,,03,March,2025,4,"Gurudaspur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,24,52,0,284,0,0,0,,0,0
01,Rajshahi,0114,,011406,,03,March,2025,5,"Moshinda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,145,18,20,7,202,0,0,0,,4,0
01,Rajshahi,0114,,011406,,03,March,2025,6,"Nazipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,58,9,20,2,89,0,0,0,,3,0
01,Rajshahi,0114,,011406,,03,March,2025,7,"khubzipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,108,15,25,22,175,0,0,0,,3,0
01,Rajshahi,0114,,011406,,04,April,2025,1,"Biaghat, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,6,13,5,65,0,0,0,,4,4
01,Rajshahi,0114,,011406,,04,April,2025,2,"Chapila, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,2,12,2,65,0,0,0,,0,4
01,Rajshahi,0114,,011406,,04,April,2025,3,"Dharabarisha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,97,26,41,0,168,0,0,0,,3,0
01,Rajshahi,0114,,011406,,04,April,2025,4,"Gurudaspur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,22,33,0,170,0,0,0,,0,0
01,Rajshahi,0114,,011406,,04,April,2025,5,"Moshinda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,150,24,47,10,252,0,0,0,,4,2
01,Rajshahi,0114,,011406,,04,April,2025,6,"Nazipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,0,22,31,0,0,0,,0,0
01,Rajshahi,0114,,011406,,04,April,2025,7,"khubzipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,70,8,7,0,90,0,0,0,,4,0
01,Rajshahi,0114,,011406,,05,May,2025,1,"Biaghat, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,5,13,1,55,0,0,0,,2,4
01,Rajshahi,0114,,011406,,05,May,2025,2,"Chapila, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159,5,18,4,187,0,0,0,,3,0
01,Rajshahi,0114,,011406,,05,May,2025,3,"Dharabarisha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,98,25,47,0,176,0,0,0,,3,0
01,Rajshahi,0114,,011406,,05,May,2025,4,"Gurudaspur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,105,30,48,0,190,0,0,0,,0,0
01,Rajshahi,0114,,011406,,05,May,2025,5,"Moshinda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,2
01,Rajshahi,0114,,011406,,05,May,2025,6,"Nazipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,5,68,112,0,0,0,,0,0
01,Rajshahi,0114,,011406,,05,May,2025,7,"khubzipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,11,22,16,99,0,0,0,,4,0
01,Rajshahi,0114,,011406,,06,June,2025,1,"Biaghat, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,5,17,11,91,0,0,0,,3,0
01,Rajshahi,0114,,011406,,06,June,2025,2,"Chapila, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,3,1,123,0,0,0,,4,0
01,Rajshahi,0114,,011406,,06,June,2025,3,"Dharabarisha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,90,21,44,0,167,0,0,0,,0,0
01,Rajshahi,0114,,011406,,06,June,2025,4,"Gurudaspur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,14,20,0,100,0,0,0,,0,0
01,Rajshahi,0114,,011406,,06,June,2025,5,"Moshinda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,212,36,74,3,334,0,0,0,,4,0
01,Rajshahi,0114,,011406,,06,June,2025,6,"Nazipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,1,20,33,0,0,0,,0,0
01,Rajshahi,0114,,011406,,06,June,2025,7,"khubzipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,62,15,20,18,125,0,0,0,,4,0
01,Rajshahi,0114,,011406,,07,July,2025,1,"Biaghat, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,2,9,1,66,0,0,0,,2,0
01,Rajshahi,0114,,011406,,07,July,2025,2,"Chapila, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51,0,5,0,56,0,0,0,,4,0
01,Rajshahi,0114,,011406,,07,July,2025,3,"Dharabarisha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,56,19,30,0,112,0,0,0,,0,0
01,Rajshahi,0114,,011406,,07,July,2025,4,"Gurudaspur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,18,28,0,149,0,0,0,,0,0
01,Rajshahi,0114,,011406,,07,July,2025,5,"Moshinda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,273,34,87,26,446,0,0,0,,4,0
01,Rajshahi,0114,,011406,,07,July,2025,6,"Nazipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0114,,011406,,07,July,2025,7,"khubzipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,52,15,20,13,125,0,0,0,,4,0
01,Rajshahi,0114,,011406,,08,August,2025,1,"Biaghat, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,5,12,2,67,0,0,0,,0,0
01,Rajshahi,0114,,011406,,08,August,2025,2,"Chapila, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,1,0,34,0,0,0,,4,0
01,Rajshahi,0114,,011406,,08,August,2025,3,"Dharabarisha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,24,29,0,113,0,0,0,,0,0
01,Rajshahi,0114,,011406,,08,August,2025,4,"Gurudaspur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,11,14,0,91,0,0,0,,0,0
01,Rajshahi,0114,,011406,,08,August,2025,5,"Moshinda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,291,75,95,17,505,0,0,0,,4,1
01,Rajshahi,0114,,011406,,08,August,2025,6,"Nazipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0114,,011406,,08,August,2025,7,"khubzipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,45,26,25,20,146,0,0,0,,4,0
01,Rajshahi,0114,,011406,,09,September,2025,1,"Biaghat, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,7,27,0,0,0,,0,0
01,Rajshahi,0114,,011406,,09,September,2025,2,"Chapila, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,,4,0
01,Rajshahi,0114,,011406,,09,September,2025,3,"Dharabarisha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,124,25,52,0,213,0,0,0,,2,0
01,Rajshahi,0114,,011406,,09,September,2025,4,"Gurudaspur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,13,19,0,86,0,0,0,,0,0
01,Rajshahi,0114,,011406,,09,September,2025,5,"Moshinda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,238,46,99,16,414,0,0,0,,4,2
01,Rajshahi,0114,,011406,,09,September,2025,6,"Nazipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0114,,011406,,09,September,2025,7,"khubzipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,50,18,28,23,147,0,0,0,,4,0
01,Rajshahi,0114,,011406,,10,October,2025,1,"Biaghat, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,7,20,0,0,0,,0,0
01,Rajshahi,0114,,011406,,10,October,2025,2,"Chapila, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,14,1,82,0,0,0,,4,0
01,Rajshahi,0114,,011406,,10,October,2025,3,"Dharabarisha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,94,32,25,0,157,0,0,0,,3,0
01,Rajshahi,0114,,011406,,10,October,2025,4,"Gurudaspur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,16,14,0,133,0,0,0,,0,0
01,Rajshahi,0114,,011406,,10,October,2025,5,"Moshinda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,151,32,63,14,269,0,0,0,,4,2
01,Rajshahi,0114,,011406,,10,October,2025,6,"Nazipur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
01,Rajshahi,0114,,011406,,10,October,2025,7,"khubzipur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,20,27,21,115,0,0,0,,4,0
01,Rajshahi,0114,,011407,,10,October,2024,1,"Bipra Belgharia, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,348,51,116,12,539,0,0,0,,5,0
01,Rajshahi,0114,,011407,,10,October,2024,2,"Brahmapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,403,68,121,0,614,0,0,0,,0,0
01,Rajshahi,0114,,011407,,10,October,2024,3,"Naldanga Pourushova, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,19,0,0,0,,0,0
01,Rajshahi,0114,,011407,,10,October,2024,4,"Khajuria, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,,0,0
01,Rajshahi,0114,,011407,,10,October,2024,5,"Madhnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,400,90,110,0,608,0,0,0,,4,0
01,Rajshahi,0114,,011407,,10,October,2024,6,"Piprul, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,279,20,91,2,439,0,0,0,,0,0
01,Rajshahi,0114,,011407,,10,October,2024,7,"Madhnagar, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2,6,0,45,0,0,0,,0,0
01,Rajshahi,0114,,011407,,11,November,2024,1,"Bipra Belgharia, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,141,30,80,14,272,0,0,0,,5,0
01,Rajshahi,0114,,011407,,11,November,2024,2,"Brahmapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,397,52,104,0,569,0,0,0,,0,0
01,Rajshahi,0114,,011407,,11,November,2024,3,"Naldanga Pourushova, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,2,0,13,0,0,0,,0,0
01,Rajshahi,0114,,011407,,11,November,2024,4,"Khajuria, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,20,0,0,0,,0,0
01,Rajshahi,0114,,011407,,11,November,2024,5,"Madhnagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,480,30,110,0,635,0,0,0,,4,0
01,Rajshahi,0114,,011407,,11,November,2024,6,"Piprul, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,248,18,67,4,384,0,0,0,,0,0
