Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,SI,Facility,1st Dose,2nd Dose,3rd Dose,4th Dose,5th Dose,1st Visit,2nd Visit,3rd Visit,4th Visit,Counseling on Post partum FP method,No. of mother Suffering from APH,Inj.antenatal costeroides in(24-34 weeks),No.of Pregnant mother Receive Misoprostol,Normal,C-Section,Others (Forcep/Vacuum/Breech),No. of delivery followed (AMTSL),No. of mother uses Partograph,No. of mother Suffering from IPH,No. of services post abortion care,No. of pre-eclampsia patient,1st Visit (PNC),2nd Visit (PNC),3rd Visit (PNC),4th Visit (PNC),No. of mother counseled on FP method after Postpartum,No. of mother suffering from PPH after Delivery
04,Dhaka,0410,Narshingdi,041001,Narshingdi Sadar,15,"Purosava, Rural Dispensary(RD)",0,0,0,0,0,126,51,25,19,203,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0410,Narshingdi,041001,Narshingdi Sadar,16,"Nuralapur, Rural Dispensary(RD)",0,0,0,0,0,88,35,35,71,188,0,0,0,0,0,0,0,0,0,0,0,1,0,5,12,14,0
04,Dhaka,0410,Narshingdi,041001,Narshingdi Sadar,17,"Narshingdi, MCWC",480,338,284,129,100,2517,806,527,1344,949,0,0,325,1168,0,0,1168,71,0,0,0,1168,517,417,601,941,0
04,Dhaka,0410,Narshingdi,041002,Raipura,1,"Adiabad, UH&FWC",0,0,0,0,0,55,28,25,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0410,Narshingdi,041002,Raipura,2,"Alipura, Sadar Clinic",0,0,0,0,0,518,295,155,69,1037,0,0,50,0,0,0,0,0,0,0,0,0,9,39,127,167,0
04,Dhaka,0410,Narshingdi,041002,Raipura,3,"Amirganj, UH&FWC",0,0,0,0,0,153,151,131,137,572,0,0,35,63,0,0,63,10,0,21,0,63,56,32,28,569,0
04,Dhaka,0410,Narshingdi,041002,Raipura,4,"Banshgari, UH&FWC",0,0,0,0,0,282,56,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
04,Dhaka,0410,Narshingdi,041002,Raipura,5,"Chanderkandi, Others",0,0,0,0,0,165,121,94,68,448,0,0,1,0,0,0,0,0,0,0,0,0,0,4,36,36,0
04,Dhaka,0410,Narshingdi,041002,Raipura,6,"Chanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0410,Narshingdi,041002,Raipura,7,"Char Aralia, UH&FWC",0,0,0,0,0,195,76,33,14,318,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0410,Narshingdi,041002,Raipura,8,"Char Madhua, UH&FWC",0,0,0,0,0,81,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0410,Narshingdi,041002,Raipura,9,"Char Subuddi, UH&FWC",0,0,0,0,0,177,57,19,8,261,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115,126,0
04,Dhaka,0410,Narshingdi,041002,Raipura,10,"Daukar Char, UH&FWC",0,0,0,0,0,116,168,76,65,430,0,0,27,14,0,0,14,0,0,0,0,14,28,34,52,129,0
04,Dhaka,0410,Narshingdi,041002,Raipura,11,"Hairmara, UH&FWC",0,0,0,0,0,52,49,44,29,174,0,0,0,0,0,0,0,0,0,0,0,0,0,26,65,91,0
04,Dhaka,0410,Narshingdi,041002,Raipura,12,"Maheshpur, UH&FWC",0,0,0,0,0,270,214,151,128,763,0,0,13,38,0,0,38,33,0,2,0,39,51,51,69,184,0
04,Dhaka,0410,Narshingdi,041002,Raipura,13,"Marjal, UH&FWC",0,0,0,0,0,168,130,124,141,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0
04,Dhaka,0410,Narshingdi,041002,Raipura,14,"Mirza Char, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0410,Narshingdi,041002,Raipura,15,"Mirzanagar, UH&FWC",0,0,0,0,0,577,254,349,464,709,0,0,60,716,0,0,716,92,65,25,0,716,79,459,163,629,10
04,Dhaka,0410,Narshingdi,041002,Raipura,16,"Mirzapur, UH&FWC",0,0,0,0,0,85,100,104,119,394,34,0,1,0,0,0,0,0,0,0,0,0,37,56,91,184,0
04,Dhaka,0410,Narshingdi,041002,Raipura,17,"Musapur, UH&FWC",0,0,0,0,0,142,199,96,72,508,0,0,67,0,0,0,0,0,0,0,0,0,54,136,92,256,0
04,Dhaka,0410,Narshingdi,041002,Raipura,18,"Nilakhya, UH&FWC",0,0,0,0,0,46,60,53,57,218,0,0,10,0,0,0,0,0,0,0,0,0,2,9,15,96,0
04,Dhaka,0410,Narshingdi,041002,Raipura,19,"Palashtali, UH&FWC",0,0,0,0,0,178,165,136,94,563,0,0,0,0,0,0,0,0,0,0,0,0,0,62,158,220,0
04,Dhaka,0410,Narshingdi,041002,Raipura,20,"Paratali, Rural Dispensary(RD)",0,0,0,0,0,74,21,14,11,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,0
04,Dhaka,0410,Narshingdi,041002,Raipura,21,"Radhanagar, UH&FWC",0,0,0,0,0,131,58,29,15,205,0,0,0,0,0,0,0,0,0,0,0,9,11,11,10,44,0
04,Dhaka,0410,Narshingdi,041002,Raipura,22,"Roypura, Rural Dispensary(RD)",0,0,0,0,0,405,304,198,186,896,0,0,0,0,0,0,0,0,0,0,0,86,4,1,0,9,0
04,Dhaka,0410,Narshingdi,041002,Raipura,23,"Sreenagar, UH&FWC",0,0,0,0,0,4,2,0,0,6,0,0,11,11,0,0,11,0,0,0,0,11,0,0,8,6,0
04,Dhaka,0410,Narshingdi,041002,Raipura,24,"Uttar Bakharnagar, UH&FWC",0,0,0,0,0,212,88,94,71,426,0,0,0,11,0,0,11,1,0,0,0,11,0,0,65,45,0
04,Dhaka,0410,Narshingdi,041003,Monohordi,1,"Monohordi, MCH-FP Unit",0,0,0,0,0,172,105,98,79,454,0,0,0,0,0,0,0,0,0,0,0,0,3,12,83,70,0
04,Dhaka,0410,Narshingdi,041003,Monohordi,2,"Akduaria, UH&FWC",0,0,0,0,0,207,56,57,34,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,0
04,Dhaka,0410,Narshingdi,041003,Monohordi,3,"Bara Chapa, UH&FWC",0,0,0,0,0,311,228,170,140,839,0,0,0,54,0,0,54,54,0,0,0,54,26,129,132,376,0
04,Dhaka,0410,Narshingdi,041003,Monohordi,4,"Chalak Char, UH&FWC",0,0,0,0,0,164,56,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
04,Dhaka,0410,Narshingdi,041003,Monohordi,5,"Chandanbari, Sadar Clinic",0,0,0,0,4,218,70,23,52,139,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
04,Dhaka,0410,Narshingdi,041003,Monohordi,6,"Char Mandalia, UH&FWC",0,0,0,0,0,377,319,303,402,209,32,3,0,109,0,0,109,109,0,14,1,109,28,47,331,140,0
04,Dhaka,0410,Narshingdi,041003,Monohordi,7,"Daulatpur, UH&FWC",0,0,0,0,0,165,114,82,51,504,0,0,0,0,0,0,0,0,0,0,0,15,156,128,160,450,0
04,Dhaka,0410,Narshingdi,041003,Monohordi,8,"Gotashia, UH&FWC",0,0,0,0,0,115,62,43,27,280,0,0,0,0,0,0,0,0,0,0,0,0,76,73,68,290,0
04,Dhaka,0410,Narshingdi,041003,Monohordi,9,"Kanchikata, UH&FWC",0,0,0,0,0,109,81,125,138,109,19,0,0,14,0,0,14,13,1,5,1,14,2,7,179,66,0
04,Dhaka,0410,Narshingdi,041003,Monohordi,10,"Khidirpur, UH&FWC",0,0,0,0,0,126,98,108,99,213,11,0,0,25,0,0,25,6,0,4,1,25,19,46,160,194,0
04,Dhaka,0410,Narshingdi,041003,Monohordi,11,"Lebutala, UH&FWC",0,0,0,0,0,124,71,62,41,103,1,0,0,15,0,0,15,0,0,1,0,15,19,27,30,77,2
04,Dhaka,0410,Narshingdi,041003,Monohordi,12,"Shukundi, UH&FWC",0,0,0,0,0,364,349,347,293,1353,0,0,5,61,0,0,61,24,0,0,0,61,61,198,266,586,0
04,Dhaka,0410,Narshingdi,041004,Shibpur,1,"Machimpur, Shibpur, Sadar Clinic",0,0,0,0,0,509,161,83,65,365,0,0,0,18,0,0,18,0,0,4,0,23,17,27,100,103,0
04,Dhaka,0410,Narshingdi,041004,Shibpur,2,"Ayubpur, UH&FWC",0,0,0,0,0,527,254,155,74,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,69,105,174,0
04,Dhaka,0410,Narshingdi,041004,Shibpur,3,"Baghaba, UH&FWC",0,0,0,0,0,87,51,34,17,180,0,0,0,0,0,0,0,0,0,0,0,1,1,37,29,64,0
04,Dhaka,0410,Narshingdi,041004,Shibpur,4,"Chak Radha, UH&FWC",0,0,0,0,0,59,46,47,39,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,94,0
04,Dhaka,0410,Narshingdi,041004,Shibpur,5,"Dulalpur, UH&FWC",16,10,8,9,43,155,92,86,67,364,0,0,0,0,0,0,0,0,0,0,0,16,21,19,22,126,0
04,Dhaka,0410,Narshingdi,041004,Shibpur,6,"Josar, UH&FWC",0,0,0,0,0,84,32,16,10,136,0,0,0,0,0,0,0,0,0,0,0,0,0,16,48,51,0
04,Dhaka,0410,Narshingdi,041004,Shibpur,7,"Joynagar, UH&FWC",0,0,0,0,0,275,274,321,386,320,0,0,0,103,0,0,103,0,0,0,0,103,99,129,179,305,0
04,Dhaka,0410,Narshingdi,041004,Shibpur,8,"Masimpur, UH&FWC",0,0,0,0,0,195,118,100,77,487,0,0,0,3,0,0,3,0,0,0,0,3,3,5,100,231,0
04,Dhaka,0410,Narshingdi,041004,Shibpur,9,"Putia, Rural Dispensary(RD)",0,0,0,0,0,197,206,161,125,653,0,0,0,0,0,0,0,0,0,0,0,0,0,6,172,336,0
04,Dhaka,0410,Narshingdi,041004,Shibpur,10,"Sadhar Char, UH&FWC",0,0,0,0,0,163,162,155,137,182,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,167,0
04,Dhaka,0410,Narshingdi,041005,Palash,1,"Palash, Sadar Clinic",0,0,0,0,0,375,83,56,131,513,0,0,0,0,0,0,0,0,0,0,0,0,0,33,113,183,14
04,Dhaka,0410,Narshingdi,041005,Palash,2,"Char Sindur, Rural Dispensary(RD)",0,0,0,0,0,98,60,29,13,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,32,0
04,Dhaka,0410,Narshingdi,041005,Palash,3,"Danga, UH&FWC",0,0,0,0,0,503,283,254,226,442,7,0,0,32,0,0,32,0,0,5,2,32,33,58,233,371,0
04,Dhaka,0410,Narshingdi,041005,Palash,4,"Gazaria, UH&FWC",0,0,0,0,0,263,174,76,32,398,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,103,17
04,Dhaka,0410,Narshingdi,041005,Palash,5,"Ghorashal, Rural Dispensary(RD)",0,0,0,0,0,336,188,187,202,175,0,0,0,0,0,0,0,0,0,0,0,5,29,21,230,50,0
04,Dhaka,0410,Narshingdi,041005,Palash,6,"Jinardi, UH&FWC",0,0,0,0,0,209,130,103,87,170,0,0,0,0,0,0,0,0,0,0,0,0,0,50,96,54,17
04,Dhaka,0410,Narshingdi,041006,Belaboo,1,"Amlaba, UH&FWC",0,0,0,0,0,142,152,146,119,470,0,0,0,0,0,0,0,0,0,0,0,99,85,77,101,360,0
04,Dhaka,0410,Narshingdi,041006,Belaboo,2,"Bajnaba, UH&FWC",0,0,0,0,0,66,142,181,121,184,0,0,0,13,0,0,13,0,0,0,0,13,3,26,77,124,0
04,Dhaka,0410,Narshingdi,041006,Belaboo,3,"Belabo, Sadar Clinic",0,0,0,0,0,122,97,88,129,532,2,0,154,24,0,0,24,0,0,27,0,52,75,80,115,344,1
04,Dhaka,0410,Narshingdi,041006,Belaboo,4,"Binyabaid, UH&FWC",0,0,0,0,0,28,50,66,61,26,0,0,0,0,0,0,0,0,0,0,0,1,7,7,45,9,0
04,Dhaka,0410,Narshingdi,041006,Belaboo,5,"Narayanpur, UH&FWC",0,0,0,0,0,94,106,110,116,141,0,0,6,1,0,0,1,0,0,0,0,19,59,72,104,91,0
04,Dhaka,0410,Narshingdi,041006,Belaboo,6,"Patuli, UH&FWC",0,0,0,0,0,267,150,93,118,201,0,0,0,52,0,0,52,10,0,0,0,52,52,57,145,198,0
04,Dhaka,0410,Narshingdi,041006,Belaboo,7,"Sallabad, UH&FWC",0,0,0,0,0,151,296,286,284,444,0,0,0,1,0,0,1,0,0,4,0,3,3,17,74,40,0
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,1,"Betila Mitara, UH&FWC",0,0,0,0,0,242,142,67,52,509,0,0,61,16,0,0,16,11,0,0,0,16,15,18,34,526,23
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,2,"Bhararia, UH&FWC",0,0,0,0,0,354,94,29,24,500,0,0,146,19,0,0,19,6,0,0,0,19,2,16,43,129,0
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,3,"Dighi, UH&FWC",0,0,0,0,0,219,67,32,17,293,0,0,0,11,0,0,11,2,0,0,0,11,8,32,41,83,2
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,4,"Garpara, Rural Dispensary(RD)",0,0,0,0,0,189,82,65,23,336,0,0,1,0,0,0,0,0,0,0,0,6,8,75,88,138,0
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,5,"Hatipara, UH&FWC",0,0,0,0,0,538,177,93,45,661,0,0,17,22,0,0,22,17,0,0,0,48,33,30,54,277,1
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,6,"Jagir, UH&FWC",0,0,0,0,0,201,53,46,46,301,1,0,3,19,0,0,19,2,0,0,0,19,18,39,102,294,0
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,7,"Krishnapur, Rural Dispensary(RD)",0,0,0,0,0,118,56,20,21,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,67,4,0
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,8,"Navagram, UH&FWC",0,0,0,0,0,117,79,56,48,16,0,0,52,0,0,0,0,0,0,0,0,0,0,50,153,28,0
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,9,"Putail, UH&FWC",0,0,0,0,0,242,99,82,85,513,0,0,38,9,0,0,9,9,0,0,0,10,7,50,140,488,1
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,10,"Ati Gram, UH&FWC",0,0,0,0,0,159,91,61,38,266,0,0,0,0,0,0,0,0,0,0,0,6,10,69,96,145,0
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,11,"Manikganj, MCWC",7065,0,0,0,0,2171,931,517,402,3921,14,0,0,376,140,0,376,354,0,249,0,516,128,117,79,840,0
04,Dhaka,0411,Manikganj,041102,Saturia,1,"Saturia, MCH-FP Unit",0,0,0,0,0,47,20,17,6,90,0,0,3,5,0,0,5,2,0,0,0,5,0,0,1,63,0
04,Dhaka,0411,Manikganj,041102,Saturia,2,"Baliati, UH&FWC",0,0,0,0,0,282,132,91,81,589,0,0,36,41,0,0,41,41,0,0,0,57,59,40,25,589,0
04,Dhaka,0411,Manikganj,041102,Saturia,3,"Baraid, UH&FWC",0,0,0,0,0,163,54,31,65,192,0,0,5,14,0,0,14,2,0,0,0,14,14,28,42,98,0
04,Dhaka,0411,Manikganj,041102,Saturia,4,"Daragram, Rural Dispensary(RD)",0,0,0,0,0,249,119,84,62,373,0,0,20,9,0,0,9,5,0,0,0,11,9,51,68,178,0
04,Dhaka,0411,Manikganj,041102,Saturia,5,"Deghulia, UH&FWC",0,0,0,0,0,184,66,32,22,247,0,0,18,15,0,0,15,2,0,0,0,15,14,14,15,185,0
04,Dhaka,0411,Manikganj,041102,Saturia,6,"Dhankora, UH&FWC",0,0,0,0,0,205,246,111,62,448,0,0,8,47,0,0,47,41,0,0,0,47,10,11,78,448,0
04,Dhaka,0411,Manikganj,041102,Saturia,7,"Fukurhati, UH&FWC",0,0,0,0,0,328,128,94,59,609,0,0,3,42,0,0,42,39,0,0,0,42,34,49,190,569,0
04,Dhaka,0411,Manikganj,041102,Saturia,8,"Hargaz, UH&FWC",0,0,0,0,0,263,115,80,69,526,0,0,9,29,0,0,29,13,0,0,0,29,28,76,88,227,2
04,Dhaka,0411,Manikganj,041102,Saturia,9,"Saturia, Sadar Clinic",0,0,0,0,0,185,84,44,34,94,0,0,7,41,0,0,41,40,1,5,0,41,39,40,40,29,0
04,Dhaka,0411,Manikganj,041102,Saturia,10,"Tilli, Rural Dispensary(RD)",0,0,0,0,0,115,52,36,46,205,0,0,28,7,0,0,7,5,0,0,0,7,10,45,41,104,0
04,Dhaka,0411,Manikganj,041103,Singair,1,"Singair, Sadar Clinic",0,0,0,0,0,321,350,276,244,845,0,0,12,2,0,0,2,0,0,0,0,173,226,244,571,640,0
04,Dhaka,0411,Manikganj,041103,Singair,2,"Baira, Rural Dispensary(RD)",0,0,0,0,0,54,52,54,50,7,0,0,9,0,0,0,0,0,0,0,0,0,0,108,131,36,0
04,Dhaka,0411,Manikganj,041103,Singair,3,"Baldhara, Rural Dispensary(RD)",0,0,0,0,43,400,255,223,156,100,0,0,7,3,0,0,3,4,0,0,0,5,16,91,181,88,0
04,Dhaka,0411,Manikganj,041103,Singair,4,"Chandhor, UH&FWC",0,0,0,0,0,183,169,86,63,491,0,0,9,0,0,0,0,0,0,0,0,0,0,50,83,134,7
04,Dhaka,0411,Manikganj,041103,Singair,5,"Chrigram, UH&FWC",0,0,0,0,0,366,164,75,73,675,0,0,3,4,0,0,4,4,0,0,0,4,1,14,103,25,2
04,Dhaka,0411,Manikganj,041103,Singair,6,"Dhalla, UH&FWC",0,0,0,0,0,261,266,188,116,831,1,0,20,35,0,0,35,35,0,0,0,35,35,244,173,487,0
04,Dhaka,0411,Manikganj,041103,Singair,7,"Jaimontop, UH&FWC",0,0,0,0,0,438,313,97,55,913,2,0,9,25,0,0,25,25,0,0,0,25,25,25,91,913,0
04,Dhaka,0411,Manikganj,041103,Singair,8,"Jamirta, UH&FWC",0,0,0,0,0,284,147,80,75,575,0,0,12,22,0,0,22,6,0,0,0,22,22,62,86,282,0
04,Dhaka,0411,Manikganj,041103,Singair,9,"Jamsha, UH&FWC",0,0,0,0,0,382,222,159,150,909,0,0,8,25,0,0,25,22,0,2,0,25,30,41,165,261,0
04,Dhaka,0411,Manikganj,041103,Singair,10,"Sayesta, UH&FWC",0,0,0,0,0,567,183,108,174,1042,2,0,17,75,0,0,75,50,2,3,0,75,51,63,127,191,14
04,Dhaka,0411,Manikganj,041103,Singair,11,"Talebpur, UH&FWC",0,0,0,0,0,105,96,67,59,299,0,0,10,29,0,0,29,21,0,0,0,29,2,1,112,103,0
04,Dhaka,0411,Manikganj,041104,Daulatpur,1,"Bachamara, Rural Dispensary(RD)",0,0,0,0,0,737,400,200,89,0,0,0,28,133,0,0,133,51,0,0,0,133,89,47,41,0,0
04,Dhaka,0411,Manikganj,041104,Daulatpur,2,"Baghutiya, UH&FWC",0,0,0,0,0,281,203,131,108,100,0,0,10,19,0,0,19,15,0,0,0,19,6,47,73,103,0
04,Dhaka,0411,Manikganj,041104,Daulatpur,3,"Chakmirpur, Sadar Clinic",0,0,0,0,0,441,238,154,110,954,0,0,0,86,0,0,86,76,0,0,0,86,93,31,30,256,0
04,Dhaka,0411,Manikganj,041104,Daulatpur,4,"Charkatari, UH&FWC",0,0,0,0,0,196,113,57,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0411,Manikganj,041104,Daulatpur,5,"Dhamshwar, UH&FWC",0,0,0,0,0,242,108,71,66,487,0,0,23,35,0,0,35,32,0,0,0,35,35,35,33,477,0
04,Dhaka,0411,Manikganj,041104,Daulatpur,6,"Jeonpur, Rural Dispensary(RD)",0,0,0,0,0,423,121,59,30,37,0,0,8,39,0,0,39,14,0,0,0,41,39,39,39,38,0
04,Dhaka,0411,Manikganj,041104,Daulatpur,7,"Kalia, UH&FWC",0,0,0,0,0,517,194,70,13,84,0,0,0,24,0,0,24,15,0,0,0,24,13,4,5,27,0
04,Dhaka,0411,Manikganj,041104,Daulatpur,8,"Khanshi, UH&FWC",0,0,0,0,0,375,180,136,108,599,0,0,0,24,0,0,24,13,0,0,0,28,24,15,3,33,0
04,Dhaka,0411,Manikganj,041105,Harirampur,1,"Harirampur, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,2,"Azim Nagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,3,"Balla, UH&FWC",0,0,0,0,0,59,48,40,8,48,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,5,0
04,Dhaka,0411,Manikganj,041105,Harirampur,4,"Balora, UH&FWC",0,0,0,0,0,190,109,64,36,388,0,0,3,0,0,0,0,3,0,0,0,1,3,12,29,30,0
04,Dhaka,0411,Manikganj,041105,Harirampur,5,"Boyra, Sadar Clinic",0,0,0,0,0,478,183,38,59,650,0,0,17,0,0,0,0,0,0,0,0,2,14,10,5,284,107
04,Dhaka,0411,Manikganj,041105,Harirampur,6,"Chala, UH&FWC",0,0,0,0,0,51,65,24,12,110,25,0,5,0,0,0,0,0,0,0,0,2,6,7,15,96,0
04,Dhaka,0411,Manikganj,041105,Harirampur,7,"Dhulsura, Others",0,0,0,0,0,32,13,5,0,45,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,8,"Gala, UH&FWC",0,0,0,0,0,134,114,51,45,100,0,0,0,0,0,0,0,0,0,0,0,5,0,23,48,10,0
04,Dhaka,0411,Manikganj,041105,Harirampur,9,"Gopinathpur, UH&FWC",0,0,0,0,0,769,496,369,276,452,0,0,28,142,0,0,142,30,0,0,16,147,123,118,208,163,0
04,Dhaka,0411,Manikganj,041105,Harirampur,10,"Harukandi, UH&FWC",0,0,0,0,0,114,44,17,11,190,0,0,4,0,0,0,0,0,0,0,0,1,1,4,19,26,1
04,Dhaka,0411,Manikganj,041105,Harirampur,11,"Kanchanpur, Others",0,0,0,0,0,35,12,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,12,"Lesraganj, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,13,"Ramkrishnapur, UH&FWC",0,0,0,0,0,236,83,41,15,53,0,0,20,18,0,2,18,5,0,0,0,20,20,16,26,30,2
04,Dhaka,0411,Manikganj,041105,Harirampur,14,"Sutalory, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,1,"Shibalaya, MCH-FP Unit",0,0,0,0,0,135,43,14,1,137,0,0,0,0,0,0,0,0,0,0,0,0,2,6,13,124,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,2,"Arua, UH&FWC",0,0,0,0,0,339,115,95,88,366,0,0,22,13,0,0,13,13,0,0,0,13,4,2,0,35,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,3,"Mohadebpur, Rural Dispensary(RD)",0,0,0,0,0,332,107,68,28,535,0,0,38,12,0,0,12,12,0,6,0,12,12,29,72,107,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,4,"Shimuliya, UH&FWC",0,0,0,0,0,192,131,63,39,400,0,0,22,6,0,0,6,6,0,0,0,6,20,32,80,113,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,5,"Shibalaya, Rural Dispensary(RD)",0,0,0,0,0,59,22,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,6,"Tewta, UH&FWC",0,0,0,0,0,270,152,70,55,547,0,0,31,2,0,0,2,2,0,0,0,2,0,12,44,58,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,7,"Ulail, UH&FWC",0,0,0,0,0,344,107,59,48,558,0,0,32,18,0,0,18,0,0,0,0,18,5,20,26,68,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,8,"Utholy, Sadar Clinic",0,0,0,0,0,301,100,54,38,382,0,0,21,0,0,0,0,0,0,5,0,0,0,10,25,274,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,9,"Malochi, Shibalaya, MCWC",0,0,0,0,0,47,28,24,18,18,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0411,Manikganj,041107,Ghior,1,"Balia Khora, UH&FWC",0,0,0,0,0,278,167,60,32,537,0,0,30,19,0,0,19,19,0,3,0,19,19,31,81,517,0
04,Dhaka,0411,Manikganj,041107,Ghior,2,"Baniajuri, Rural Dispensary(RD)",0,0,0,0,0,222,56,17,4,235,50,0,6,24,0,0,24,9,0,0,0,24,7,7,11,57,0
04,Dhaka,0411,Manikganj,041107,Ghior,3,"Borotia, UH&FWC",0,0,0,0,0,258,97,65,54,409,0,0,31,24,0,0,24,22,0,1,0,24,24,26,70,385,0
04,Dhaka,0411,Manikganj,041107,Ghior,4,"Ghior, Sadar Clinic",0,0,0,0,0,275,134,92,44,204,0,0,42,10,0,0,10,10,1,0,0,10,10,100,61,179,0
04,Dhaka,0411,Manikganj,041107,Ghior,5,"Nali, UH&FWC",0,0,0,0,0,176,123,37,16,315,0,0,14,26,0,0,26,1,0,0,0,26,24,27,77,146,0
04,Dhaka,0411,Manikganj,041107,Ghior,6,"Payla, UH&FWC",0,0,0,0,0,309,117,77,58,110,0,0,12,27,0,0,27,6,0,0,0,27,27,41,66,146,2
04,Dhaka,0411,Manikganj,041107,Ghior,7,"Singjuri, Others",0,0,0,0,0,229,79,37,42,312,0,0,10,10,0,0,10,10,0,1,1,10,7,27,44,295,0
04,Dhaka,0412,Tangail,041201,Mirzapur,1,"Mirzapur, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0412,Tangail,041201,Mirzapur,2,"Ajgana, UH&FWC",0,0,0,0,0,163,131,66,25,405,0,0,0,0,0,0,0,0,0,0,0,0,0,29,67,134,0
04,Dhaka,0412,Tangail,041201,Mirzapur,3,"Anaitara, UH&FWC",0,0,0,0,0,203,41,19,23,286,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,28,0
04,Dhaka,0412,Tangail,041201,Mirzapur,4,"Bahuria, UH&FWC",0,0,0,0,0,231,104,45,27,409,0,0,4,0,0,0,0,0,0,0,0,0,25,38,36,92,7
04,Dhaka,0412,Tangail,041201,Mirzapur,5,"Banail, UH&FWC",0,0,0,0,0,299,195,114,64,679,0,0,1,9,0,0,9,0,0,0,0,9,13,77,118,636,0
04,Dhaka,0412,Tangail,041201,Mirzapur,6,"Banshtail, UH&FWC",0,0,0,0,0,174,101,61,61,375,0,0,1,1,0,0,1,1,0,0,0,1,1,1,46,136,0
04,Dhaka,0412,Tangail,041201,Mirzapur,7,"Bhatgram, UH&FWC",0,0,0,0,0,192,17,4,0,50,0,0,3,0,0,0,0,0,0,0,0,0,3,1,4,3,0
04,Dhaka,0412,Tangail,041201,Mirzapur,8,"Fatehpur, UH&FWC",0,0,0,0,0,233,70,42,27,326,0,1,1,0,0,0,0,0,0,0,0,0,7,84,150,237,0
