Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,SI,Facility,No. of neonatal start KMC,No. of neonatal start KMC hospital delivery,No. of child discharge,No. of child discharge on request,No. of child discontinue KMC services,No. of child reffered for complication,No. of death received KMC services,No. of neonatal KMC followup,BCG (after birth),1/Child age 6 weeks,2/Child age 10 weeks,3/Child age 14 weeks,1/Child age 6 weeks (PCV),2/Child age 10 weeks (PCV),3/Child age 14 weeks (PCV),1/Child age 6 weeks (BOPV),2/Child age 10 weeks (BOPV),3/Child age 14 weeks (BOPV),1/Child age 6 weeks (IPV),2/Child age 14 weeks (IPV),1/Child age 9 months,2/Child age 15 months,Live Birth,Low birth weight Newborn (weight <2500gm),Low birth weight Newborn (weight <2000gm),Low birth weight Newborn (Before 37 weeks),Fresh,Macerated,Total still birth,Neo-Death Maternal,Maternal Death,Male,Female,Child Male (0-1)year,Child Female (0-5)year,Others,Total,Female (Outdoor),Child (0-1) year,Child (0-5) year,Total (Outdoor),No. of Facility Health Education,No. of School Health Education by SACMO
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,4,"Garpara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,1464,151,379,504,2968,94,0,0,,4,26
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,5,"Hatipara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1187,2676,755,603,564,5785,0,0,0,,8,27
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,6,"Jagir, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,410,1378,305,440,154,2687,0,0,0,,8,12
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,7,"Krishnapur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,688,90,185,0,1031,0,0,0,,0,38
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,8,"Navagram, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,3841,356,1087,8,5749,0,0,0,,12,36
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,9,"Putail, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,551,1791,350,674,0,3366,86,0,0,,36,38
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,10,"Ati Gram, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,3399,277,585,155,4803,0,0,0,,12,36
04,Dhaka,0411,Manikganj,041101,Manikganj Sadar,11,"Manikganj, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,6,2,0,2,1,3,0,0,516,8555,3134,3228,1164,16597,460,0,0,,0,0
04,Dhaka,0411,Manikganj,041102,Saturia,1,"Saturia, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,159,567,70,118,0,914,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041102,Saturia,2,"Baliati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,268,3260,381,626,0,4535,0,0,0,,48,40
04,Dhaka,0411,Manikganj,041102,Saturia,3,"Baraid, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,209,949,127,370,0,1655,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041102,Saturia,4,"Daragram, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,161,1610,120,156,8,2055,0,0,0,,1,0
04,Dhaka,0411,Manikganj,041102,Saturia,5,"Deghulia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,216,1232,173,383,14,2018,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041102,Saturia,6,"Dhankora, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,185,2250,239,393,0,3067,0,0,0,,12,12
04,Dhaka,0411,Manikganj,041102,Saturia,7,"Fukurhati, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,382,2082,228,476,0,3168,0,0,0,,52,21
04,Dhaka,0411,Manikganj,041102,Saturia,8,"Hargaz, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,655,2170,331,530,0,3686,0,0,0,,48,42
04,Dhaka,0411,Manikganj,041102,Saturia,9,"Saturia, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,357,1371,240,269,160,2397,0,0,0,,8,0
04,Dhaka,0411,Manikganj,041102,Saturia,10,"Tilli, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,54,1192,79,116,1,1442,0,0,0,,1,0
04,Dhaka,0411,Manikganj,041103,Singair,1,"Singair, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,42,2511,770,372,573,4268,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041103,Singair,2,"Baira, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,986,223,388,0,1977,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041103,Singair,3,"Baldhara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,866,3759,675,752,605,6657,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041103,Singair,4,"Chandhor, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344,3320,1302,1674,657,8297,0,0,0,,48,34
04,Dhaka,0411,Manikganj,041103,Singair,5,"Chrigram, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,286,1848,346,470,0,2950,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041103,Singair,6,"Dhalla, UH&FWC",0,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1033,13158,7625,10252,0,32068,0,0,0,,46,43
04,Dhaka,0411,Manikganj,041103,Singair,7,"Jaimontop, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,509,2839,303,559,15,4225,0,0,0,,12,4
04,Dhaka,0411,Manikganj,041103,Singair,8,"Jamirta, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,272,3909,380,644,0,5205,0,0,0,,46,8
04,Dhaka,0411,Manikganj,041103,Singair,9,"Jamsha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,578,3465,682,929,0,5654,0,0,0,,48,37
04,Dhaka,0411,Manikganj,041103,Singair,10,"Sayesta, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,0,3,0,0,0,0,0,242,2583,1735,1409,0,5969,0,0,0,,46,23
04,Dhaka,0411,Manikganj,041103,Singair,11,"Talebpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,407,3170,466,731,0,4774,0,0,0,,44,36
04,Dhaka,0411,Manikganj,041104,Daulatpur,1,"Bachamara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,79,1029,44,106,0,1258,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041104,Daulatpur,2,"Baghutiya, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,802,2636,376,823,0,4637,0,0,0,,40,36
04,Dhaka,0411,Manikganj,041104,Daulatpur,3,"Chakmirpur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,67,340,89,110,0,606,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041104,Daulatpur,4,"Charkatari, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,475,24,50,0,582,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041104,Daulatpur,5,"Dhamshwar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,964,3209,454,961,239,5827,0,0,0,,48,40
04,Dhaka,0411,Manikganj,041104,Daulatpur,6,"Jeonpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,50,519,82,180,2,833,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041104,Daulatpur,7,"Kalia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,358,1350,169,537,0,2414,0,0,0,,7,3
04,Dhaka,0411,Manikganj,041104,Daulatpur,8,"Khanshi, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,745,1634,263,419,171,3232,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,1,"Harirampur, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,2,"Azim Nagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,3,"Balla, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,1202,38,292,0,1829,0,0,0,,8,24
04,Dhaka,0411,Manikganj,041105,Harirampur,4,"Balora, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,2651,451,1128,21,4875,0,0,0,,4,36
04,Dhaka,0411,Manikganj,041105,Harirampur,5,"Boyra, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,406,41,123,183,1110,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,6,"Chala, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,2168,172,581,0,3506,0,0,0,,12,45
04,Dhaka,0411,Manikganj,041105,Harirampur,7,"Dhulsura, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,447,21,89,0,627,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,8,"Gala, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,1707,177,428,0,2918,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,9,"Gopinathpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,617,3145,713,896,0,5371,0,0,0,,0,8
04,Dhaka,0411,Manikganj,041105,Harirampur,10,"Harukandi, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1276,68,223,12,1815,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,11,"Kanchanpur, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,306,21,33,0,376,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,12,"Lesraganj, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,13,"Ramkrishnapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,1,0,2,53,1275,121,417,0,1866,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041105,Harirampur,14,"Sutalory, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,1,"Shibalaya, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,797,30,193,88,1162,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,2,"Arua, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,378,2902,327,557,9,4173,0,0,0,,28,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,3,"Mohadebpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,185,2414,223,610,21,3453,0,0,0,,34,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,4,"Shimuliya, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,347,2169,168,512,0,3196,0,0,0,,32,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,5,"Shibalaya, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,494,128,133,5,809,0,0,0,,2,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,6,"Tewta, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,353,3289,192,544,0,4378,0,0,0,,24,7
04,Dhaka,0411,Manikganj,041106,Shibalaya,7,"Ulail, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,156,2031,240,433,0,2860,0,0,0,,25,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,8,"Utholy, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,819,141,269,114,1434,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041106,Shibalaya,9,"Malochi, Shibalaya, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,480,51,52,0,655,0,0,0,,0,0
04,Dhaka,0411,Manikganj,041107,Ghior,1,"Balia Khora, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,140,1763,228,582,0,2713,0,0,0,,50,0
04,Dhaka,0411,Manikganj,041107,Ghior,2,"Baniajuri, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,60,1479,92,247,6,1884,0,0,0,,28,0
04,Dhaka,0411,Manikganj,041107,Ghior,3,"Borotia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,127,1717,680,466,122,3112,0,0,0,,40,0
04,Dhaka,0411,Manikganj,041107,Ghior,4,"Ghior, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,26,1518,166,304,0,2014,0,0,0,,8,0
04,Dhaka,0411,Manikganj,041107,Ghior,5,"Nali, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,576,1985,339,601,12,3513,0,0,0,,40,8
04,Dhaka,0411,Manikganj,041107,Ghior,6,"Payla, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,707,2112,277,468,31,3595,0,0,0,,4,3
04,Dhaka,0411,Manikganj,041107,Ghior,7,"Singjuri, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,417,2615,250,681,0,3963,0,0,0,,37,0
04,Dhaka,0412,Tangail,041201,Mirzapur,1,"Mirzapur, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
04,Dhaka,0412,Tangail,041201,Mirzapur,2,"Ajgana, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,1550,235,517,0,2675,0,0,0,,52,22
04,Dhaka,0412,Tangail,041201,Mirzapur,3,"Anaitara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,771,88,263,0,1445,0,0,0,,46,27
04,Dhaka,0412,Tangail,041201,Mirzapur,4,"Bahuria, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,1051,116,321,0,1996,0,0,0,,0,0
04,Dhaka,0412,Tangail,041201,Mirzapur,5,"Banail, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,345,2843,183,591,0,3962,0,0,0,,44,36
04,Dhaka,0412,Tangail,041201,Mirzapur,6,"Banshtail, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,171,564,91,220,401,1447,0,0,0,,7,0
04,Dhaka,0412,Tangail,041201,Mirzapur,7,"Bhatgram, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,687,60,242,0,1150,0,0,0,,8,5
04,Dhaka,0412,Tangail,041201,Mirzapur,8,"Fatehpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,2132,385,554,87,3825,0,0,0,,48,44
04,Dhaka,0412,Tangail,041201,Mirzapur,9,"Gorai, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,252,1545,310,406,2,2515,0,0,0,,10,6
04,Dhaka,0412,Tangail,041201,Mirzapur,10,"Jamurki, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,125,2124,208,637,51,3145,0,0,0,,52,28
04,Dhaka,0412,Tangail,041201,Mirzapur,11,"Mahera, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,1233,127,379,0,2135,0,0,0,,40,29
04,Dhaka,0412,Tangail,041201,Mirzapur,12,"Mirzapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,256,2173,155,490,0,3074,0,0,0,,52,40
04,Dhaka,0412,Tangail,041201,Mirzapur,13,"Tarafpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,386,2025,293,539,27,3270,0,0,0,,0,0
04,Dhaka,0412,Tangail,041201,Mirzapur,14,"Uarsi, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,830,2055,254,611,0,3750,0,0,0,,52,48
04,Dhaka,0412,Tangail,041202,Nagarpur,1,"Nagarpur, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,60,702,103,330,0,1195,0,0,0,,4,0
04,Dhaka,0412,Tangail,041202,Nagarpur,2,"Bhadra, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,0,0,0,0,0,0,885,2250,425,594,6,4160,0,0,0,,23,34
04,Dhaka,0412,Tangail,041202,Nagarpur,3,"Bhara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,436,46,139,0,685,15,3,5,,0,0
04,Dhaka,0412,Tangail,041202,Nagarpur,4,"Dhubaria, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,370,105,137,4,768,0,0,0,,0,0
04,Dhaka,0412,Tangail,041202,Nagarpur,5,"Duptiair, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,1040,183,231,0,1785,0,0,0,,0,0
04,Dhaka,0412,Tangail,041202,Nagarpur,6,"Gayhata, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,1,0,0,0,0,0,0,609,6770,524,597,666,9166,0,0,0,,48,4
04,Dhaka,0412,Tangail,041202,Nagarpur,7,"Madunagar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,829,2172,309,744,462,4516,0,0,0,,0,0
04,Dhaka,0412,Tangail,041202,Nagarpur,8,"Mokhna, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,242,819,197,242,0,1500,0,0,0,,0,0
04,Dhaka,0412,Tangail,041202,Nagarpur,9,"Nagarpur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
04,Dhaka,0412,Tangail,041202,Nagarpur,10,"Pakutia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,1974,62,83,0,2739,0,0,0,,0,0
04,Dhaka,0412,Tangail,041202,Nagarpur,11,"Salimabad, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,1607,271,441,0,3216,0,0,0,,36,29
04,Dhaka,0412,Tangail,041202,Nagarpur,12,"Shabatpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,962,2369,622,783,0,4736,0,0,0,,8,8
04,Dhaka,0412,Tangail,041203,Bhuapur,1,"Bhuapur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1588,31,275,58,2188,0,0,0,,24,0
04,Dhaka,0412,Tangail,041203,Bhuapur,2,"Arjuna, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,1516,105,335,0,2401,0,0,0,,52,34
04,Dhaka,0412,Tangail,041203,Bhuapur,3,"Falda Bajar, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,786,3234,255,870,0,5145,0,0,0,,26,15
04,Dhaka,0412,Tangail,041203,Bhuapur,4,"Falda Dhobolia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,567,2780,420,822,7,4596,0,0,0,,6,6
04,Dhaka,0412,Tangail,041203,Bhuapur,5,"Gabsara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,919,100,230,21,1416,0,0,0,,0,0
04,Dhaka,0412,Tangail,041203,Bhuapur,6,"Gobindasi, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,282,2427,307,715,0,3731,0,0,0,,12,36
04,Dhaka,0412,Tangail,041203,Bhuapur,7,"Nikrail, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1000,3985,729,914,0,6628,0,0,0,,48,35
04,Dhaka,0412,Tangail,041203,Bhuapur,8,"Alowa, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,2903,91,323,66,3634,0,0,0,,0,0
04,Dhaka,0412,Tangail,041204,Ghatail,1,"Ghatail, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,211,964,128,232,70,1605,49,35,0,,0,0
04,Dhaka,0412,Tangail,041204,Ghatail,2,"Anehola, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,133,770,118,326,0,1347,0,0,0,,17,24
