Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,SI,Facility,Wrapping after Birth within 1 minute,No. of uses 7.1% chlorhexidine digluconate for umbilical cord care,No. of newborn touch skin-care after Gluconate umbilical cord care,No. of newborn breastfeeding (First 24 hours),No. of newborn resitated with bag-mask,1st Visit,2nd Visit,3rd Visit,4th Visit,No. of Reffered Complicated Pregnant Mother in antenatal period,No. of Reffered Complicated Pregnant Mother in Delivery period,No. of Reffered Complicated Pregnant Mother in postnatal period,No. of Reffered patient to Newborn taken by MgSO4,No. of Reffered complication acceptors,No. of ECP Referred,Treatment/Advised,Reffered,Counseling on Adolescence change,Counseling on marriage and adolescent girl received pregnancy,Child No. of adolescent received IFA,Treatment on RTI/STD,Counseling on RTI/STD,Counseling on diversified food,Counseling on prevention of adolescent and violence,Counseling on prevention and cure for mental problems and drug addiction,No. of adolescent girl counseled on Sanitary Pad,Reffered (Adolescent),No. of Treatment on RTI/STI infection,No. of MR(MVA) services,No. of MR Service By Medicine,Total VIA Positive,Total VIA Negative,Total CBE Positive,Total Negative
04,Dhaka,0407,Gazipur,040704,Kapasia,5,"Kapasia, UH&FWC",5,5,5,5,0,5,6,22,46,5,1,0,0,0,6,0,10,258,248,176,190,0,226,179,186,192,0,0,0,0,0,0,0,0
04,Dhaka,0407,Gazipur,040704,Kapasia,6,"Karihata, UH&FWC",5,5,5,5,0,5,9,4,25,7,0,0,0,0,0,2,0,231,353,210,349,102,371,301,225,404,0,18,1,0,0,0,0,0
04,Dhaka,0407,Gazipur,040704,Kapasia,7,"Rayed, UH&FWC",3,3,3,3,0,3,8,14,8,15,0,0,0,0,0,0,0,201,201,51,201,1,201,201,201,140,4,0,0,0,0,0,0,0
04,Dhaka,0407,Gazipur,040704,Kapasia,8,"Sanmania, UH&FWC",5,5,5,5,0,5,50,64,46,54,0,0,0,0,9,0,0,359,347,196,290,0,311,310,286,261,0,0,0,0,0,0,0,0
04,Dhaka,0407,Gazipur,040704,Kapasia,9,"Singasree, UH&FWC",4,4,4,4,0,4,4,43,43,2,2,0,0,0,0,0,0,354,354,111,335,59,346,346,346,345,0,79,0,0,0,0,0,0
04,Dhaka,0407,Gazipur,040704,Kapasia,10,"Targaon, Sadar Clinic",0,0,0,0,0,0,1,56,180,0,0,0,0,0,0,0,0,208,208,134,19,0,208,0,0,208,0,0,2,1,0,0,0,0
04,Dhaka,0407,Gazipur,040704,Kapasia,11,"Toke, UH&FWC",0,0,0,0,0,0,1,0,13,0,0,0,0,0,6,0,0,129,129,18,107,0,112,97,110,105,1,0,0,0,0,0,0,0
04,Dhaka,0407,Gazipur,040704,Kapasia,12,"Pabur,Kapasia, MCWC",0,0,0,0,0,0,0,6,5,2,1,0,0,0,0,0,4,22,22,0,0,0,18,0,0,8,0,0,0,0,0,0,0,0
04,Dhaka,0407,Gazipur,040704,Kapasia,13,"Dardariya, Kapasia, MCWC",61,61,61,61,0,61,36,84,77,0,18,0,0,1,8,1,0,79,128,15,127,26,131,3,3,122,0,20,0,0,0,0,0,0
04,Dhaka,0407,Gazipur,040704,Kapasia,14,"Taragoanj, Kapasia, MCWC",13,13,13,13,0,13,4,13,55,0,18,4,0,0,0,8,0,95,58,71,48,2,272,27,24,266,0,0,0,0,0,0,0,0
04,Dhaka,0407,Gazipur,040706,Tongi,1,"Tongi, Sadar Clinic",102,101,100,105,6,102,146,140,208,25,0,25,0,0,0,22,22,748,748,726,661,522,738,76,748,739,0,240,56,0,0,0,0,0
04,Dhaka,0407,Gazipur,040706,Tongi,2,"Gacha, Others",48,48,48,48,7,48,18,64,214,59,30,20,0,18,1,45,35,533,466,133,226,111,489,123,84,410,79,149,0,0,0,0,0,0
04,Dhaka,0407,Gazipur,040706,Tongi,3,"Kamarjuri, MCWC",54,54,54,54,0,54,82,86,64,11,7,0,0,1,4,0,3,702,507,127,183,87,702,189,189,702,19,49,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040801,Tongibari,1,"Abdullahpur, UH&FWC",4,4,4,4,0,4,4,4,54,0,0,0,0,0,0,5,0,17,8,89,60,29,0,0,0,64,0,27,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040801,Tongibari,2,"Arial Baligoan, UH&FWC",26,26,26,26,0,26,24,26,27,0,4,0,0,0,5,5,3,303,303,58,296,19,301,291,291,298,0,18,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040801,Tongibari,3,"Autshahi, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,133,58,127,20,132,124,124,145,0,13,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040801,Tongibari,4,"Betka, UH&FWC",41,41,41,41,1,45,43,46,39,9,3,0,0,1,5,13,8,199,233,103,90,82,200,19,24,308,0,77,0,2,0,0,0,0
04,Dhaka,0408,Munshiganj,040801,Tongibari,5,"Dhipur, UH&FWC",0,0,0,0,0,12,21,14,8,3,0,0,0,0,11,1,0,65,59,52,41,2,99,26,11,74,0,24,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040801,Tongibari,6,"Dighir para, Rural Dispensary(RD)",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,65,30,63,11,4,92,9,19,75,0,0,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040801,Tongibari,7,"Hasail Banari, Others",0,0,0,0,0,30,36,44,48,67,2,0,0,0,0,2,1,199,200,172,190,155,239,88,48,102,0,45,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040801,Tongibari,8,"Jashalong, UH&FWC",0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,148,62,136,31,29,120,34,37,169,0,2,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040801,Tongibari,9,"Kamarkhara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,88,0,0,109,55,55,109,5,0,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040801,Tongibari,10,"Kathadia Shimulia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,46,0,0,64,29,29,67,7,0,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040801,Tongibari,11,"Panchgaon, UH&FWC",0,0,0,0,0,37,46,51,52,52,0,0,0,0,0,0,0,207,245,210,236,188,261,151,171,134,0,55,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040801,Tongibari,12,"Sonarang Tongibari, Sadar Clinic",0,0,0,0,0,0,0,0,119,13,0,0,0,0,17,0,0,34,13,159,120,55,15,0,0,141,0,49,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040802,Gazaria,1,"Gazaria, Sadar Clinic",0,0,0,0,0,0,0,66,89,0,0,0,0,0,0,0,0,218,218,113,218,0,218,218,218,218,0,0,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040802,Gazaria,2,"Baluakandi, UH&FWC",84,84,84,84,0,84,7,12,14,0,0,0,0,0,0,0,0,204,204,196,204,204,204,204,204,204,0,0,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040802,Gazaria,3,"Bausia, UH&FWC",2,2,2,2,0,2,2,141,239,33,27,0,0,0,0,0,0,478,478,358,445,136,478,478,478,478,1,137,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040802,Gazaria,4,"Bhaber Char, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040802,Gazaria,5,"Gaugachhia, UH&FWC",5,5,5,5,0,5,0,1,0,0,0,0,0,0,0,0,0,66,67,80,47,36,58,46,24,34,0,7,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040802,Gazaria,6,"Gazaria, UH&FWC",0,0,0,0,0,4,40,42,39,9,0,0,0,0,0,0,0,378,378,378,378,378,378,378,341,318,0,0,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040802,Gazaria,7,"Hossaindi, Others",0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,38,17,179,165,151,145,66,232,186,177,307,18,32,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040802,Gazaria,8,"Imampur, Rural Dispensary(RD)",0,0,0,0,0,0,13,9,3,2,0,0,0,0,3,0,0,178,196,196,196,196,196,196,196,130,0,0,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040802,Gazaria,9,"Tenger Char, UH&FWC",40,40,40,37,0,40,37,69,84,17,15,1,0,5,4,0,0,351,351,220,351,93,351,351,351,343,0,103,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,1,"Serajdikhan, Others",26,26,26,26,2,29,0,0,18,44,0,0,0,0,0,0,0,5,17,68,0,10,37,0,10,56,42,16,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,2,"Balur char, UH&FWC",7,7,7,7,0,7,21,82,98,0,0,0,0,0,0,0,0,118,97,82,108,43,129,87,33,60,0,42,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,3,"Basail, UH&FWC",0,0,0,0,0,0,17,17,13,0,0,0,0,0,0,0,7,93,100,159,57,25,186,61,0,0,2,1,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,4,"Bayaragadi, UH&FWC",14,14,14,14,0,14,72,70,75,3,0,0,0,0,0,38,12,175,207,129,159,80,165,170,206,276,0,55,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,5,"Chitrakot, UH&FWC",0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,94,96,50,61,29,93,74,60,95,0,23,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,6,"Ichhapur, Sadar Clinic",13,13,13,13,0,13,46,43,38,0,0,0,0,0,0,24,0,71,58,86,56,47,114,2,0,5,0,57,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,7,"Jainsar, UH&FWC",0,0,0,0,0,0,13,11,14,0,0,0,0,0,0,1,0,67,102,147,0,0,149,7,6,0,0,5,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,8,"Kayain, UH&FWC",2,2,2,2,0,2,10,41,47,17,3,0,0,0,0,2,0,50,50,140,72,35,530,51,50,50,0,20,6,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,9,"Kola, UH&FWC",1,1,1,1,0,1,2,13,24,2,1,0,0,0,0,3,0,108,95,68,129,45,232,96,103,223,2,14,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,10,"Latabdi, UH&FWC",0,0,0,0,0,0,36,28,21,10,0,0,0,0,0,0,0,156,213,115,22,42,192,60,60,52,0,0,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,11,"Madhyapara, UH&FWC",2,2,2,2,0,2,2,30,43,1,0,0,0,0,0,2,0,195,179,145,235,77,408,176,218,375,0,61,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,12,"Malkhanagar, UH&FWC",27,27,27,27,2,27,167,129,99,11,2,1,0,0,0,26,2,420,432,316,406,386,400,558,430,426,0,405,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,13,"Rajanagar, UH&FWC",23,23,23,23,0,23,78,101,36,1,1,0,0,0,0,33,0,129,214,82,253,19,377,145,121,269,0,5,0,14,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,14,"Rasunia, Others",16,16,16,16,0,16,43,29,28,2,0,0,0,0,0,24,10,68,47,47,49,37,71,32,50,76,4,8,1,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,15,"Sekharnagar, UH&FWC",0,0,0,0,0,0,0,18,26,0,0,0,0,0,0,0,0,223,228,102,125,76,201,125,100,182,0,59,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040803,Serajdikhan,16,"Sekharnagar, Serajdikhan, MCWC",17,17,17,17,0,17,39,67,65,22,21,3,0,0,2,1,22,210,188,124,171,87,180,165,170,160,10,91,13,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040804,Munshiganj Sadar,1,"Adhara, UH&FWC",0,0,0,0,0,45,19,26,71,36,20,2,0,0,0,50,6,356,301,194,251,95,295,156,118,232,5,122,0,0,0,0,0,2
04,Dhaka,0408,Munshiganj,040804,Munshiganj Sadar,2,"Bajrajogini, Rural Dispensary(RD)",1,1,1,1,0,5,4,0,1,0,0,0,0,0,0,0,0,88,71,47,19,11,76,22,17,47,1,70,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040804,Munshiganj Sadar,3,"Charkewar, UH&FWC",14,14,14,12,0,14,4,4,4,8,4,2,0,0,0,51,5,296,283,177,259,200,332,29,0,275,11,104,0,0,0,20,1,19
04,Dhaka,0408,Munshiganj,040804,Munshiganj Sadar,4,"Siloy, UH&FWC",28,28,28,28,1,28,35,53,45,78,25,25,0,6,0,162,79,459,448,243,537,449,513,458,355,308,3,231,18,12,1,22,3,20
04,Dhaka,0408,Munshiganj,040804,Munshiganj Sadar,5,"Mahakali, UH&FWC",0,0,0,0,0,16,12,2,3,0,0,0,0,0,0,5,5,163,90,56,34,13,141,38,28,85,3,97,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040804,Munshiganj Sadar,6,"Mollahkandi, UH&FWC",23,23,23,22,0,27,46,56,49,18,5,0,0,0,0,59,1,311,277,145,223,219,257,179,172,208,0,571,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040804,Munshiganj Sadar,7,"Panchasar, UH&FWC",0,0,0,0,0,0,0,0,0,14,0,2,0,3,0,21,11,213,169,169,185,184,175,149,118,52,0,62,0,5,0,4,0,4
04,Dhaka,0408,Munshiganj,040804,Munshiganj Sadar,8,"Rampal, UH&FWC",101,101,101,101,0,101,101,137,175,0,1,2,0,0,0,0,0,325,264,547,234,6,456,136,0,491,0,514,4,47,0,0,0,0
04,Dhaka,0408,Munshiganj,040804,Munshiganj Sadar,9,"Rekabi Bazar, UH&FWC",48,48,48,48,0,48,95,63,34,9,14,0,0,1,0,11,9,594,611,415,370,135,410,97,115,675,27,115,20,1,0,0,0,0
04,Dhaka,0408,Munshiganj,040804,Munshiganj Sadar,10,"Bangkabazar, UH&FWC",0,0,0,0,0,1,0,0,7,6,0,0,0,0,0,6,0,174,154,91,140,0,159,115,91,131,0,33,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040804,Munshiganj Sadar,11,"Munshiganj, MCWC",533,533,533,533,0,533,223,291,346,21,86,1,0,0,0,47,0,276,266,610,277,181,280,81,100,278,0,356,17,39,3,277,16,263
04,Dhaka,0408,Munshiganj,040804,Munshiganj Sadar,12,"Mirkadim, Pourashava, Sadar Munsigoanj, MCWC",53,53,53,53,4,57,54,62,71,23,0,0,0,0,0,2,0,298,345,328,365,350,350,258,261,370,19,76,5,4,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,1,"Atpara, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,61,48,20,1,177,3,4,162,0,0,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,2,"Baghra, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,216,197,118,146,93,201,158,171,228,0,29,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,3,"Baraikhali, UH&FWC",0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,88,46,85,48,0,138,0,10,117,0,18,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,4,"Bhagyakul, UH&FWC",11,11,11,11,0,11,21,7,0,2,4,2,0,1,2,30,25,356,317,219,293,58,398,294,301,476,6,46,7,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,5,"Birtara, UH&FWC",0,0,0,0,0,0,19,17,11,4,0,0,0,0,0,0,0,204,128,167,72,38,129,111,93,214,8,39,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,6,"Hasara, UH&FWC",11,11,11,11,0,26,54,67,100,1,0,0,0,0,0,0,0,566,399,134,40,14,444,43,150,468,0,7,1,2,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,7,"Kolapara, UH&FWC",0,0,0,0,0,45,16,4,10,0,0,0,0,0,0,0,0,99,100,66,62,36,114,41,31,104,0,16,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,8,"Kukutia, UH&FWC",0,0,0,0,0,4,101,56,82,43,16,26,0,6,4,60,48,111,126,227,111,85,112,96,45,107,66,129,19,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,9,"Patabhog, UH&FWC",0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,251,127,104,28,10,224,19,29,235,5,43,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,10,"Rarikhal, UH&FWC",32,32,32,32,0,47,29,3,28,1,5,0,0,5,3,0,0,109,117,90,90,15,113,77,49,125,10,31,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,11,"Sholaghar, Sadar Clinic",0,0,0,0,0,13,2,0,0,0,0,0,0,0,3,0,0,390,575,300,168,83,488,404,415,690,40,0,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,12,"Shyamsiddhi, UH&FWC",0,0,0,0,0,7,20,18,19,4,0,0,1,0,0,0,0,14,9,11,19,3,10,4,0,0,0,1,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,13,"Sreenagar, Rural Dispensary(RD)",1,1,1,1,0,4,21,24,27,5,0,0,0,0,0,0,0,25,10,0,14,0,33,11,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040805,Srinagar,14,"Tantar, UH&FWC",0,0,0,0,0,0,50,29,31,16,5,3,0,1,0,31,30,75,73,101,59,39,65,41,235,61,41,53,2,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040806,Lohajong,1,"Lohajong, Others",0,0,0,0,0,0,0,4,12,7,0,0,0,0,0,2,0,176,176,66,176,7,176,176,176,176,0,35,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040806,Lohajong,2,"Baultali, UH&FWC",5,5,5,5,0,5,2,5,24,19,0,0,0,0,0,3,1,728,730,111,731,58,733,731,733,734,2,102,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040806,Lohajong,3,"Bejgaon, Sadar Clinic",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,19,13,12,0,12,0,3,14,0,11,12,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040806,Lohajong,4,"Gaodia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,124,12,2,14,10,2,9,0,2,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040806,Lohajong,5,"Haldia, UH&FWC",16,16,16,16,0,17,15,14,38,7,6,0,0,0,0,20,19,89,96,242,92,76,87,89,97,112,5,90,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040806,Lohajong,6,"Kalma, UH&FWC",19,19,19,19,0,19,18,0,3,0,0,0,0,1,17,0,0,24,12,122,10,0,13,24,0,5,0,0,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040806,Lohajong,7,"Kanaksar, UH&FWC",17,17,17,17,0,17,19,19,80,53,8,0,0,0,0,0,0,374,504,138,374,91,374,374,374,374,0,187,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040806,Lohajong,8,"Khidir Para, UH&FWC",9,9,9,9,0,9,1,14,23,0,0,0,0,0,0,0,0,67,66,78,35,3,84,0,0,70,0,13,3,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040806,Lohajong,9,"Kumardhog, UH&FWC",71,71,71,71,1,71,71,30,46,20,25,3,0,1,0,13,0,601,601,92,601,10,601,601,601,601,0,59,6,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040806,Lohajong,10,"Lohajang, Others",0,0,0,0,0,0,0,4,11,6,0,0,0,0,0,2,0,176,166,76,166,17,166,176,176,176,0,35,0,0,0,0,0,0
04,Dhaka,0408,Munshiganj,040806,Lohajong,11,"Medini Mandal, UH&FWC",0,0,0,0,0,0,0,2,4,3,2,0,0,0,0,9,8,72,92,134,81,45,87,93,93,91,0,41,1,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040901,Rupganj,1,"Bholaba, UH&FWC",13,13,13,13,2,13,11,31,80,0,0,0,0,0,0,6,0,644,487,400,507,357,442,287,344,371,0,10,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040901,Rupganj,2,"Bulta, Rural Dispensary(RD)",21,21,21,21,7,21,21,31,295,28,34,0,0,0,0,68,14,563,443,297,245,92,483,209,163,700,0,51,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040901,Rupganj,3,"Daudpur, UH&FWC",30,30,30,30,0,30,32,103,251,0,12,0,0,0,0,48,6,693,779,283,779,177,779,779,779,779,0,241,19,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040901,Rupganj,4,"Golakandail, UH&FWC",29,29,29,29,0,32,21,48,121,9,1,0,0,1,0,4,2,396,372,48,307,3,407,206,213,324,0,62,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040901,Rupganj,5,"Kanchan, UH&FWC",19,19,19,19,0,19,19,58,171,18,18,0,0,0,0,6,0,237,99,94,95,24,243,41,39,257,0,28,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040901,Rupganj,6,"Kayet Para, UH&FWC",24,24,24,24,0,24,49,135,215,50,22,5,0,0,3,51,28,944,566,271,480,142,1056,402,341,818,47,263,19,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040901,Rupganj,7,"Mura Para, Others",0,0,0,0,0,0,0,19,44,1,0,0,0,0,0,7,0,262,196,265,150,132,304,143,95,233,1,11,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040901,Rupganj,8,"Rupganj, Sadar Clinic",8,8,8,8,0,8,11,56,306,98,7,42,5,39,33,164,148,773,653,473,799,628,799,799,799,799,76,119,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040901,Rupganj,9,"Tarabo, UH&FWC",71,71,71,71,0,71,76,97,298,33,19,0,0,0,0,0,0,812,547,223,468,205,384,236,234,798,0,266,24,1,0,0,0,0
04,Dhaka,0409,Narayanganj,040902,Sonargaon,1,"Aminpur, Sadar Clinic",0,0,0,0,0,0,0,6,12,180,7,19,10,53,0,17,3,144,91,89,76,59,172,45,96,221,0,74,5,29,0,0,0,0
04,Dhaka,0409,Narayanganj,040902,Sonargaon,2,"Baidyer Bazar, UH&FWC",15,15,15,15,1,15,91,159,181,43,18,1,0,0,0,5,0,278,293,46,30,0,418,0,8,393,0,2,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040902,Sonargaon,3,"Baradi, Rural Dispensary(RD)",10,10,10,10,0,19,76,199,246,34,22,12,0,40,3,337,122,497,497,274,529,362,529,524,557,543,10,494,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040902,Sonargaon,4,"Jampur, UH&FWC",27,27,27,27,0,27,50,46,126,23,0,0,0,0,0,3,0,149,243,273,146,38,223,110,122,179,15,17,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040902,Sonargaon,5,"Kachpur, Others",0,0,0,0,0,35,5,0,0,0,0,0,0,0,0,8,0,97,55,111,30,0,46,47,45,46,3,0,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040902,Sonargaon,6,"Mogra Para, UH&FWC",47,47,47,47,0,80,49,97,181,20,6,1,0,0,0,24,0,285,332,330,307,200,392,287,307,379,25,127,2,1,0,0,0,0
04,Dhaka,0409,Narayanganj,040902,Sonargaon,7,"Noagaon, UH&FWC",20,20,20,20,0,20,51,49,95,17,4,0,0,0,0,29,18,277,312,320,187,127,332,227,275,286,5,21,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040902,Sonargaon,8,"Pirojpur, UH&FWC",46,46,44,44,4,56,67,152,207,4,2,0,0,0,0,53,30,329,228,396,279,207,285,89,135,420,0,381,2,1,0,0,0,0
04,Dhaka,0409,Narayanganj,040902,Sonargaon,9,"Sadipur, UH&FWC",45,45,45,45,4,45,38,112,176,36,21,19,0,0,0,44,12,274,277,377,262,262,262,262,277,277,0,337,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040902,Sonargaon,10,"Sanmandi, Others",0,0,0,0,0,15,18,42,153,104,5,0,0,0,0,9,6,173,208,126,246,232,251,183,145,280,53,47,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040902,Sonargaon,11,"Shambhupura, UH&FWC",43,43,43,43,0,43,29,0,200,30,22,0,0,0,0,34,2,592,593,129,593,177,593,567,593,593,0,169,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040903,Narayanganj Sadar,1,"Alirtek, UH&FWC",21,21,21,21,0,21,11,10,67,0,0,0,0,0,0,0,0,694,199,42,208,12,502,18,26,591,0,0,0,3,0,0,0,0
04,Dhaka,0409,Narayanganj,040903,Narayanganj Sadar,2,"Baktaballi, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,178,105,112,88,123,112,153,196,0,58,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040903,Narayanganj Sadar,3,"Enayetnagar, UH&FWC",0,0,0,0,0,0,8,114,92,12,3,5,0,0,0,20,21,103,151,87,72,55,80,126,128,204,0,20,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040903,Narayanganj Sadar,4,"Fatullah, UH&FWC",9,9,9,9,0,9,36,85,148,41,22,6,1,13,0,79,130,335,266,171,195,162,477,214,123,318,42,419,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040903,Narayanganj Sadar,5,"Godnail, Others",0,0,0,0,0,0,4,6,48,2,0,0,0,0,0,15,0,153,159,137,171,60,148,155,137,152,23,141,5,13,0,0,0,0
04,Dhaka,0409,Narayanganj,040903,Narayanganj Sadar,6,"Gognagar, UH&FWC",26,26,26,26,0,26,26,118,175,2,1,0,0,0,3,0,0,314,316,197,333,375,302,252,242,324,0,399,0,17,0,0,0,0
04,Dhaka,0409,Narayanganj,040903,Narayanganj Sadar,7,"Kashipur, UH&FWC",30,30,30,30,0,49,53,39,22,0,0,0,0,0,0,403,188,715,693,291,474,378,983,653,391,767,0,1,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040903,Narayanganj Sadar,8,"Kutubpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,346,377,108,163,0,888,197,1,177,23,14,0,8,0,0,0,0
04,Dhaka,0409,Narayanganj,040903,Narayanganj Sadar,9,"Siddirganj, UH&FWC",96,96,96,96,0,96,79,30,19,0,0,0,0,0,0,4,3,208,224,162,183,123,174,161,127,142,0,0,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040903,Narayanganj Sadar,10,"Sumil Para, UH&FWC",33,33,33,33,0,39,32,64,86,27,35,0,0,0,0,0,0,435,431,293,342,333,383,321,356,347,7,226,0,1,0,0,0,0
04,Dhaka,0409,Narayanganj,040903,Narayanganj Sadar,11,"Dewvogue, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0409,Narayanganj,040903,Narayanganj Sadar,12,"Hazigaonj, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
